Timestamp,Window_Title,Hour_of_Day,Day_of_Week,Is_Evening,Is_Early_Morning,Minute_of_Day,Session_Duration_Seconds,Total_Session_Duration_Seconds,Consecutive_Window_Count,Seconds_Since_Last_Switch,Total_Switches_So_Far,Unique_Windows_Last_10,Is_First_in_Hour,Cumulative_Work_Seconds,Time_Bucket,Switches_Last_15min,Switching_Rate_Per_Hour,Session_Length_vs_Average,Is_Extended_Session,Is_Brief_Session,Category,Confidence_Reason,App_Name,App_Type,Duration_Seconds,FQS_Score,Previous_Category,Switch_Cost,CSC_Score
2025-11-08 01:26:51,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,86,40,85,8,35,17,2,0,1200,Night,41,164.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:26:56,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,86,45,85,9,40,17,2,0,1205,Night,40,160.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:01,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,50,85,10,45,17,1,0,1210,Night,40,160.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:06,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,55,85,11,50,17,1,0,1215,Night,40,160.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:11,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,60,85,12,55,17,1,0,1220,Night,39,156.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:16,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,65,85,13,60,17,1,0,1225,Night,39,156.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:21,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,70,85,14,65,17,1,0,1230,Night,38,152.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:26,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,75,85,15,70,17,1,0,1235,Night,38,152.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:31,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,80,85,16,75,17,1,0,1240,Night,38,152.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:36,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,85,85,17,80,17,1,0,1245,Night,38,152.0,0.8967452300785634,False,False,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:41,Hack Princeton,1,Saturday,False,True,87,5,5,1,0,1,2,0,1250,Night,39,156.0,0.052749719416386,False,True,High Load,"The title 'Hack Princeton' suggests active participation in a hackathon, which involves coding, problem-solving, and creative thinking, all of which are high-load activities.",Hack Princeton,Other,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 01:27:46,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,5,40,1,0,8,2,0,1255,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 01:27:51,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,10,40,2,5,8,2,0,1260,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:27:56,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,87,15,40,3,10,8,2,0,1265,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:28:01,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,88,20,40,4,15,8,2,0,1270,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:28:06,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,88,25,40,5,20,8,2,0,1275,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:28:11,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,88,30,40,6,25,8,2,0,1280,Night,40,160.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:28:16,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,88,35,40,7,30,8,2,0,1285,Night,39,156.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 01:28:21,Cognitive Health Coach Features - Google Chrome,1,Saturday,False,True,88,40,40,8,35,8,2,0,1290,Night,38,152.0,0.4219977553310886,False,True,Low Load,"The window title suggests browsing or reading about features, which is passive consumption.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 03:28:15,Windows Default Lock Screen,3,Saturday,False,True,208,5,10,1,0,2,3,1,1295,Night,39,156.0,0.1054994388327721,False,True,Low Load,The lock screen is a passive system task with no active creation or problem-solving involved.,Windows Lock Screen,Other,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 07:28:15,Windows Default Lock Screen,7,Saturday,False,False,448,10,10,2,5,2,2,1,1300,Early_Morning,39,156.0,0.1054994388327721,False,True,Low Load,The lock screen is a passive system task with no active creation or problem-solving involved.,Windows Lock Screen,Other,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:19:06,Windows Default Lock Screen,8,Saturday,False,False,499,5,10,1,0,2,2,1,1310,Early_Morning,40,160.0,0.1054994388327721,False,True,Low Load,The lock screen is a passive system task with no active creation or problem-solving involved.,Windows Lock Screen,Other,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:19:11,Windows Default Lock Screen,8,Saturday,False,False,499,10,10,2,5,2,2,0,1315,Early_Morning,39,156.0,0.1054994388327721,False,True,Low Load,The lock screen is a passive system task with no active creation or problem-solving involved.,Windows Lock Screen,Other,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:19:36,Inbox (254) - raavip@clarkson.edu - Clarkson University Mail - Google Chrome,8,Saturday,False,False,499,5,10,1,0,2,2,0,1340,Early_Morning,43,172.0,0.1054994388327721,False,True,Communication,"The window title indicates an email inbox, which is a communication tool. Email is used for back-and-forth interaction and often involves context-switching.",Google Chrome,Browser,5,55.79802484867792,Low Load,10.0,1.0512902198152279
2025-11-08 08:19:41,Inbox (254) - raavip@clarkson.edu - Clarkson University Mail - Google Chrome,8,Saturday,False,False,499,10,10,2,5,2,2,0,1345,Early_Morning,43,172.0,0.1054994388327721,False,True,Communication,"The window title indicates an email inbox, which is a communication tool. Email is used for back-and-forth interaction and often involves context-switching.",Google Chrome,Browser,5,55.79802484867792,Communication,5.0,1.0512902198152279
2025-11-08 08:19:46,activity_log01.csv - HackPrinceton - Visual Studio Code,8,Saturday,False,False,499,5,10,1,0,2,3,0,1350,Early_Morning,43,172.0,0.1054994388327721,False,True,High Load,"The window title indicates active work on a CSV file within Visual Studio Code, which suggests data analysis or coding, both of which require deep focus and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,Communication,20.0,1.0512902198152279
2025-11-08 08:19:51,activity_log01.csv - HackPrinceton - Visual Studio Code,8,Saturday,False,False,499,10,10,2,5,2,3,0,1355,Early_Morning,42,168.0,0.1054994388327721,False,True,High Load,"The window title indicates active work on a CSV file within Visual Studio Code, which suggests data analysis or coding, both of which require deep focus and problem-solving.",Visual Studio Code,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:19:53,Google Gemini - Google Chrome,8,Saturday,False,False,499,5,140,1,0,28,4,0,1360,Early_Morning,43,172.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 08:19:58,Google Gemini - Google Chrome,8,Saturday,False,False,499,10,140,2,5,28,3,0,1365,Early_Morning,42,168.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:03,Google Gemini - Google Chrome,8,Saturday,False,False,500,15,140,3,10,28,3,0,1370,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:08,Google Gemini - Google Chrome,8,Saturday,False,False,500,20,140,4,15,28,3,0,1375,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:13,Google Gemini - Google Chrome,8,Saturday,False,False,500,25,140,5,20,28,3,0,1380,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:18,Google Gemini - Google Chrome,8,Saturday,False,False,500,30,140,6,25,28,3,0,1385,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:23,Google Gemini - Google Chrome,8,Saturday,False,False,500,35,140,7,30,28,3,0,1390,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:28,Google Gemini - Google Chrome,8,Saturday,False,False,500,40,140,8,35,28,2,0,1395,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:33,Google Gemini - Google Chrome,8,Saturday,False,False,500,45,140,9,40,28,2,0,1400,Early_Morning,41,164.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:38,Google Gemini - Google Chrome,8,Saturday,False,False,500,50,140,10,45,28,1,0,1405,Early_Morning,40,160.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:43,Google Gemini - Google Chrome,8,Saturday,False,False,500,55,140,11,50,28,1,0,1410,Early_Morning,40,160.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:48,Google Gemini - Google Chrome,8,Saturday,False,False,500,60,140,12,55,28,1,0,1415,Early_Morning,39,156.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:53,Google Gemini - Google Chrome,8,Saturday,False,False,500,65,140,13,60,28,1,0,1420,Early_Morning,39,156.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:20:58,Google Gemini - Google Chrome,8,Saturday,False,False,500,70,140,14,65,28,1,0,1425,Early_Morning,39,156.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:03,Google Gemini - Google Chrome,8,Saturday,False,False,501,75,140,15,70,28,1,0,1430,Early_Morning,39,156.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:08,Google Gemini - Google Chrome,8,Saturday,False,False,501,80,140,16,75,28,1,0,1435,Early_Morning,39,156.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:13,Google Gemini - Google Chrome,8,Saturday,False,False,501,85,140,17,80,28,1,0,1440,Early_Morning,38,152.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:18,Google Gemini - Google Chrome,8,Saturday,False,False,501,90,140,18,85,28,1,0,1445,Early_Morning,38,152.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:23,Google Gemini - Google Chrome,8,Saturday,False,False,501,95,140,19,90,28,1,0,1450,Early_Morning,37,148.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:28,Google Gemini - Google Chrome,8,Saturday,False,False,501,100,140,20,95,28,1,0,1455,Early_Morning,37,148.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:33,Google Gemini - Google Chrome,8,Saturday,False,False,501,105,140,21,100,28,1,0,1460,Early_Morning,37,148.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:38,Google Gemini - Google Chrome,8,Saturday,False,False,501,110,140,22,105,28,1,0,1465,Early_Morning,37,148.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:43,Google Gemini - Google Chrome,8,Saturday,False,False,501,115,140,23,110,28,1,0,1470,Early_Morning,37,148.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:48,Google Gemini - Google Chrome,8,Saturday,False,False,501,120,140,24,115,28,1,0,1475,Early_Morning,36,144.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:53,Google Gemini - Google Chrome,8,Saturday,False,False,501,125,140,25,120,28,1,0,1480,Early_Morning,36,144.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:21:58,Google Gemini - Google Chrome,8,Saturday,False,False,501,130,140,26,125,28,1,0,1485,Early_Morning,36,144.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:03,Google Gemini - Google Chrome,8,Saturday,False,False,502,135,140,27,130,28,1,0,1490,Early_Morning,36,144.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:08,Google Gemini - Google Chrome,8,Saturday,False,False,502,140,140,28,135,28,1,0,1495,Early_Morning,36,144.0,1.4769921436588105,False,False,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:13,New Tab - Google Chrome,8,Saturday,False,False,502,5,5,1,0,1,2,0,1500,Early_Morning,37,148.0,0.052749719416386,False,True,Low Load,"The window title indicates a new tab in a web browser, which typically involves passive consumption or simple browsing.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:18,Inbox (254) - raavip@clarkson.edu - Clarkson University Mail - Google Chrome,8,Saturday,False,False,502,5,5,1,0,1,3,0,1505,Early_Morning,37,148.0,0.052749719416386,False,True,Communication,"The window title indicates an email inbox, which is a communication tool. Email is used for back-and-forth interaction and often involves context-switching.",Google Chrome,Browser,5,55.79802484867792,Low Load,10.0,1.0512902198152279
2025-11-08 08:22:23,GitHub - Google Chrome,8,Saturday,False,False,502,5,15,1,0,3,4,0,1510,Early_Morning,37,148.0,0.1582491582491582,False,True,Low Load,"The window title suggests passive browsing on GitHub using Google Chrome, which is typically a low cognitive load activity unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Communication,10.0,1.0512902198152279
2025-11-08 08:22:28,GitHub - Google Chrome,8,Saturday,False,False,502,10,15,2,5,3,4,0,1515,Early_Morning,36,144.0,0.1582491582491582,False,True,Low Load,"The window title suggests passive browsing on GitHub using Google Chrome, which is typically a low cognitive load activity unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:33,GitHub - Google Chrome,8,Saturday,False,False,502,15,15,3,10,3,4,0,1520,Early_Morning,35,140.0,0.1582491582491582,False,True,Low Load,"The window title suggests passive browsing on GitHub using Google Chrome, which is typically a low cognitive load activity unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:22:38,Hack Princeton,8,Saturday,False,False,502,5,5,1,0,1,5,0,1525,Early_Morning,36,144.0,0.052749719416386,False,True,High Load,"The title 'Hack Princeton' suggests active participation in a hackathon, which involves coding, problem-solving, and creative thinking, all of which are high-load activities.",Hack Princeton,Other,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 08:22:43,Notebook,8,Saturday,False,False,502,5,25,1,0,5,6,0,1530,Early_Morning,37,148.0,0.2637485970819304,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:22:48,Notebook,8,Saturday,False,False,502,10,25,2,5,5,6,0,1535,Early_Morning,36,144.0,0.2637485970819304,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:22:53,Notebook,8,Saturday,False,False,502,15,25,3,10,5,6,0,1540,Early_Morning,35,140.0,0.2637485970819304,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:22:58,Notebook,8,Saturday,False,False,502,20,25,4,15,5,5,0,1545,Early_Morning,35,140.0,0.2637485970819304,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:23:03,Notebook,8,Saturday,False,False,503,25,25,5,20,5,4,0,1550,Early_Morning,35,140.0,0.2637485970819304,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:23:08,GitHub - Google Chrome,8,Saturday,False,False,503,5,5,1,0,1,3,0,1555,Early_Morning,36,144.0,0.052749719416386,False,True,Low Load,"The window title suggests passive browsing on GitHub using Google Chrome, which is typically a low cognitive load activity unless specified otherwise.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 08:23:13,Notebook,8,Saturday,False,False,503,5,5,1,0,1,3,0,1560,Early_Morning,37,148.0,0.052749719416386,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 08:23:18,New Tab - Google Chrome,8,Saturday,False,False,503,5,5,1,0,1,4,0,1565,Early_Morning,37,148.0,0.052749719416386,False,True,Low Load,"The window title indicates a new tab in a web browser, which typically involves passive consumption or simple browsing.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 08:23:23,Notebook,8,Saturday,False,False,503,5,20,1,0,4,4,0,1570,Early_Morning,38,152.0,0.2109988776655443,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 08:23:28,Notebook,8,Saturday,False,False,503,10,20,2,5,4,3,0,1575,Early_Morning,38,152.0,0.2109988776655443,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:23:33,Notebook,8,Saturday,False,False,503,15,20,3,10,4,3,0,1580,Early_Morning,38,152.0,0.2109988776655443,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:23:38,Notebook,8,Saturday,False,False,503,20,20,4,15,4,3,0,1585,Early_Morning,38,152.0,0.2109988776655443,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,High Load,5.0,1.0512902198152279
2025-11-08 08:23:43,"GitHub - Azure-Samples/python-openai-demos: A collection of short examples using the Python OpenAI SDK, with either Azure OpenAI or GitHub Models as the host. - Google Chrome",8,Saturday,False,False,503,5,5,1,0,1,4,0,1590,Early_Morning,39,156.0,0.052749719416386,False,True,Low Load,"The window title suggests browsing a GitHub repository in Google Chrome, which is likely passive consumption rather than active development or problem-solving.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 08:23:48,New Tab - Google Chrome,8,Saturday,False,False,503,5,5,1,0,1,4,0,1595,Early_Morning,39,156.0,0.052749719416386,False,True,Low Load,"The window title indicates a new tab in a web browser, which typically involves passive consumption or simple browsing.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:23:53,Notebook,8,Saturday,False,False,503,5,5,1,0,1,4,0,1600,Early_Morning,40,160.0,0.052749719416386,False,True,High Load,"The term 'Notebook' often refers to a tool used for coding, data analysis, or technical planning, which requires focused attention and mental effort.",Notebook,Development,5,55.79802484867792,Low Load,15.0,1.0512902198152279
2025-11-08 08:23:58,"Azure-Samples/python-openai-demos: A collection of short examples using the Python OpenAI SDK, with either Azure OpenAI or GitHub Models as the host. - Google Chrome",8,Saturday,False,False,503,5,5,1,0,1,4,0,1605,Early_Morning,40,160.0,0.052749719416386,False,True,Low Load,"The window title suggests browsing or reading code examples, which is passive consumption rather than active creation or problem-solving.",Google Chrome,Browser,5,55.79802484867792,High Load,15.0,1.0512902198152279
2025-11-08 08:24:03,The effect of a digital health coaching and health education protocol on cognition in adults at-risk for Alzheimer's - PubMed - Google Chrome,8,Saturday,False,False,504,5,5,1,0,1,5,0,1610,Early_Morning,40,160.0,0.052749719416386,False,True,Low Load,"The window title suggests passive consumption of information, likely reading or browsing a research article on PubMed.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:24:08,Home - Google Chrome,8,Saturday,False,False,504,5,5,1,0,1,6,0,1615,Early_Morning,41,164.0,0.052749719416386,False,True,Low Load,"The window title suggests passive browsing or consumption, typical of a browser's home page, which requires minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:24:13,Codex 102 training - Google Chrome,8,Saturday,False,False,504,5,5,1,0,1,7,0,1620,Early_Morning,41,164.0,0.052749719416386,False,True,Low Load,"The title suggests passive consumption of content related to 'Codex 102 training' in a browser, which is typically low cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:24:18,Google Gemini - Google Chrome,8,Saturday,False,False,504,5,35,1,0,7,8,0,1625,Early_Morning,42,168.0,0.3692480359147025,False,True,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
2025-11-08 08:24:23,Google Gemini - Google Chrome,8,Saturday,False,False,504,10,35,2,5,7,8,0,1630,Early_Morning,42,168.0,0.3692480359147025,False,True,Low Load,"The window title suggests passive consumption or casual browsing using Google Chrome, which typically involves minimal cognitive effort.",Google Chrome,Browser,5,55.79802484867792,Low Load,2.5,1.0512902198152279
